library order	Biosample name	Vocabulary representative	DCC Experiment ID	DCC Library ID	DCC Biosample ID	Altius Aggregation ID	Altius Library ID	Altius Biosample ID	Replicate indicators	System	Subsystem	Organ	Biosample type	Biological state	Germ layer	Description 	Growth stage	Age	Sex	Ethnicity	Donor ID	Biosample protocol	Experiment protocol	Library kit method	Library cleanup	DNaseI units/mL	Amount Nucleic Acid (ng)	Nuclei count	Protease inhibitor	Library sequencing date	Reads used	DCC SPOT score	Per-biosample peaks	DHSs in Index
438	fSkin_fibro_bicep_R	Stromal B	ENCSR383BLX	ENCLB034EFP	ENCBS318GXE	AG8892	LN4644	DS19745	DS19761	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_bicep_R	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	13.4	15600000	PBS+A	2011-07-14	338904329	0.6878	254244	254050
439	fSkin_fibro_bicep_R	Stromal A	ENCSR587STM	ENCLB416LXU	ENCBS318GXE	AG8891	LN4647	DS19761	DS19745	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_bicep_R	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	100	23.9	7680000	PBS+A	2011-07-14	30688937	0.6878	85191	85132
440	T_47D		ENCSR000EQB	ENCLB589ZZZ	ENCBS805DMB	AG4041	LN4655	DS19790	DS19794	Integumentary		Mammary	Cancer	Cancer	Ectoderm	human epithelial cell line derived from an mammary ductal carcinoma	Adult	54Y	F			Biosample protocol	Experiment protocol	TS	minElute	120	30.8	15840000	PBS+A	2011-07-15	35936743	0.5536	87286	87168
441	T_47D		ENCSR000EQB	ENCLB590ZZZ	ENCBS440ENC	AG5619	LN4656	DS19794	DS19790	Integumentary		Mammary	Cancer	Cancer	Ectoderm	human epithelial cell line derived from an mammary ductal carcinoma	Adult	54Y	F			Biosample protocol	Experiment protocol	TS	minElute	80	44.9	21840000	PBS+A	2011-07-15	253903931	0.5805	180223	179947
442	fSkin_fibro_bicep_L		ENCSR562ACY	ENCLB826NMU	ENCBS939LTL	AG8890	LN4663	DS19857	DS19867	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_bicep_L	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	7.1	16400000	PBS+A	2011-07-21	28915533	0.6151	79870	79809
443	fSkin_fibro_bicep_L		ENCSR648GDP	ENCLB919KVD	ENCBS991CER	AG8889	LN4665	DS19867	DS19857	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_bicep_L	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	15.7	16400000	PBS+A	2011-07-21	26227215	0.6254	75013	74949
444	fSkin_fibro_leg_R_quad		ENCSR217RVH	ENCLB060NCB	ENCBS814ABX	AG8888	LN4690	DS19943	DS19948	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_leg_R_quad	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	21.8	15100000	PBS+A	2011-07-26	247806344	0.5841	216357	216209
445	fSkin_fibro_leg_R_quad	Stromal A	ENCSR835BNW	ENCLB882WRF	ENCBS814ABX	AG8887	LN4691	DS19948	DS19943	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_leg_R_quad	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	14.7	16100000	PBS+A	2011-07-26	41945327	0.5841	100642	100575
446	fKidney_renal_cortex		ENCSR932DHT	ENCLB265VMA	ENCBS657UUF	AG8886	LN4705	DS20018		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_cortex	Fetal	96D	F		H24342	Biosample protocol	Experiment protocol	TS	minElute	60	15	3550000	A+Sucrose	2011-08-01	29912961	0.5394	56479	56209
447	fKidney_renal_pelvis		ENCSR606UAR	ENCLB865BOU	ENCBS930TET	AG8885	LN4706	DS20022		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_pelvis	Fetal	96D	F		H24342	Biosample protocol	Experiment protocol	TS	minElute	70	13.5	3300000	A+Sucrose	2011-08-01	35849066	0.5109	60909	60639
448	fKidney_renal_cortex		ENCSR022ECC	ENCLB022FHE	ENCBS732UXU	AG8884	LN4707	DS20024		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_cortex	Fetal	96D	F		H24365	Biosample protocol	Experiment protocol	TS	minElute	60	7.6	2800000	A+Sucrose	2011-08-01	30741084	0.5551	54938	54740
449	fKidney_renal_pelvis		ENCSR141DMX	ENCLB526EFV	ENCBS051JUB	AG8883	LN4708	DS20027		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_pelvis	Fetal	96D	F		H24365	Biosample protocol	Experiment protocol	TS	minElute	60	8.7	5600000	A+Sucrose	2011-08-01	22009864	0.5225	41857	41718
450	fSkin_fibro_leg_L_quad	Stromal A	ENCSR555TFE	ENCLB601AFB	ENCBS675BHK	AG8882	LN4711	DS20046		Connective		Skin	Primary	Primary	Mesoderm	Skin_fibroblast	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	29.5	14000000	PBS+A	2011-08-04	35965569	0.6619	96389	96292
451	fSkin_fibro_leg_L_quad	Stromal A	ENCSR371KRY	ENCLB567VCQ	ENCBS070UWK	AG8881	LN4712	DS20056	DS19706	Connective		Skin	Primary	Primary	Mesoderm	Skin_fibro_leg_L_quad	Fetal	97D	M		H24259	Biosample protocol	Experiment protocol	TS	minElute	80	14.4	18000000	PBS+A	2011-08-04	37597327	0.6201	97216	97142
452	fTestes		ENCSR729DRB	ENCLB169OXT	ENCBS626EOQ	AG8879	LN4749	DS20170		Genitourinary		Gonad	Primary	Primary	Mesoderm	Testes	Fetal	Pooled	M		H23914+H24089+H24218+H24244	Biosample protocol	Experiment protocol	TS	minElute	60	8.9	3330000	A+Sucrose	2011-08-12	38702549	0.4293	65272	64967
453	fBrain		ENCSR572LDG	ENCLB480EUZ	ENCBS187SSL	AG8878	LN4769	DS20221		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	101D	M		H24279	Biosample protocol	Experiment protocol	TS	minElute	60	13	6180000	A+Sucrose	2011-08-18	31912335	0.4497	60195	59981
454	fBrain		ENCSR947POC	ENCLB674XIY	ENCBS403FLZ	AG8877	LN4770	DS20226		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	104D	M		H24297	Biosample protocol	Experiment protocol	TS	minElute	60	15.1	5520000	A+Sucrose	2011-08-18	35138969	0.6024	95006	94728
455	fBrain		ENCSR344FLH	ENCLB524SFS	ENCBS681TPB	AG8876	LN4771	DS20231		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	109D	F		H24381	Biosample protocol	Experiment protocol	TS	minElute	60	18	5400000	A+Sucrose	2011-08-18	29731716	0.4616	59328	59096
456	fMuscle_leg	Musculoskeletal	ENCSR272RQX	ENCLB190ERN	ENCBS697VMI	AG8875	LN4772	DS20239		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_leg	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	80	10	5450000	A+Sucrose	2011-08-19	367468404	0.614	296408	295314
457	fMuscle_trunk	Musculoskeletal	ENCSR440FZS	ENCLB918UUN	ENCBS390NDG	AG8874	LN4773	DS20242		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_trunk	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	100	25.1	6750000	A+Sucrose	2011-08-19	375675884	0.5311	259622	258512
458	fMuscle_back		ENCSR010ZMK	ENCLB435GJF	ENCBS769NYE	AG8873	LN4774	DS20244		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_back	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	100	27.6	8100000	Buffer A	2011-08-22	32589769	0.5036	63024	62826
459	Psoas_Muscle		ENCSR426TPQ	ENCLB872RLQ	ENCBS008QPC	AG8872	LN4801	DS20325		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Psoas_Muscle	Child	3Y			STL001	Biosample protocol	Experiment protocol	TS	minElute	50	8.7	5940000	A+Sucrose	2011-08-26	313887682	0.4415	161467	161079
460	fThymus		ENCSR682PKY	ENCLB486RLM	ENCBS620MUO	AG8871	LN4802	DS20335		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	Thymus	Fetal	108D	M		H24401	Biosample protocol	Experiment protocol	TS	minElute	60	21	6930000	A+Sucrose	2011-08-29	30309170	0.3966	47423	47245
461	fThymus	Lymphoid	ENCSR342NCX	ENCLB648MFT	ENCBS500WIH	AG8870	LN4803	DS20341		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	Thymus	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	60	24.1	8010000	A+Sucrose	2011-08-30	263615272	0.3966	124011	123481
462	fAdrenal		ENCSR696XSJ	ENCLB835VUX	ENCBS338LYQ	AG8869	LN4804	DS20343		Endocrine		Adrenal Gland	Primary	Primary	Mesoderm	Adrenal	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	60	48.8	9400000	A+Sucrose	2011-08-30	34706677	0.3815	61833	61703
463	fStomach	Tissue invariant	ENCSR726YMS	ENCLB258VOK	ENCBS234ICC	AG8868	LN4806	DS20349		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	108D	M		H24401	Biosample protocol	Experiment protocol	TS	minElute	80	14.4	5940000	A+Sucrose	2011-08-31	30613792	0.3861	45315	45098
464	fSpinal_cord	Neural	ENCSR678PDD	ENCLB612QRA	ENCBS419ZMB	AG8867	LN4807	DS20351		Nervous		Spinal Cord	Primary	Primary	Endoderm	Spinal_cord	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol	TS	minElute	80	15	4460000	A+Sucrose	2011-08-31	372212886	0.4424	237727	236721
465	fKidney_renal_pelvis	Organ devel. / renal	ENCSR554WUJ	ENCLB931EJM	ENCBS166PBJ	AG8866	LN4854	DS20448		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_pelvis	Fetal	103D	F		H24477	Biosample protocol	Experiment protocol	TS	minElute	60	15.4	5310000	A+Sucrose	2011-09-22	53120604	0.4951	90628	90293
466	LHCN_M2		ENCSR000EPE	ENCLB543ZZZ	ENCBS810TWL	AG4040	LN4858	DS20485	DS20548	Musculoskeletal		Muscle	Lines	Immortalized	Mesoderm	human skeletal myoblasts derived from satellite cells from the pectoralis major muscle	Adult	41Y	M	Cauc		Biosample protocol	Experiment protocol	TS	minElute	80	8.2	8300000	PBS+A	2011-09-26	38876186	0.6335	92131	92023
467	M059J		ENCSR000EPG	ENCLB547ZZZ	ENCBS235AAA	AG4039	LN4859	DS20493	DS20497	Nervous		Brain	Cancer	Cancer	Ectoderm	malignant glioblastoma; glioma	Adult	33Y	M			Biosample protocol	Experiment protocol	TS	minElute	160	42	9600000	PBS+A	2011-09-26	362602979	0.6903	289350	289016
468	M059J		ENCSR000EPG	ENCLB548ZZZ	ENCBS062ILC	AG4038	LN4860	DS20497	DS20493	Nervous		Brain	Cancer	Cancer	Ectoderm	malignant glioblastoma; glioma	Adult	33Y	M			Biosample protocol	Experiment protocol	TS	minElute	120	43.7	10300000	PBS+A	2011-09-26	52469081	0.6814	121428	121296
469	MSC		ENCSR000EMH	ENCLB420ZZZ	ENCBS011ENC	AG4037	LN4862	DS20514	DS20518	Connective		Stroma	Primary	Primary	Mesoderm	Bone marrow stromal cells	Adult					Biosample protocol	Experiment protocol	TS	minElute	120	24.6	5770000	PBS+A	2011-09-27	38910038	0.7609	117721	117586
470	MSC		ENCSR000EMH	ENCLB421ZZZ	ENCBS790XUP	AG4036	LN4863	DS20518	DS20514	Connective		Stroma	Primary	Primary	Mesoderm	Bone marrow stromal cells	Adult					Biosample protocol	Experiment protocol	TS	minElute	80	12.3	7320000	PBS+A	2011-09-27	26167470	0.6612	76231	76169
471	fSpinal_cord		ENCSR615WIN	ENCLB098XBT	ENCBS703THK	AG8865	LN4865	DS20530		Nervous		Spinal Cord	Primary	Primary	Ectoderm	Spinal_cord	Fetal	89D	F		H24493	Biosample protocol	Experiment protocol	TS	minElute	80	18.4	5940000	A+Sucrose	2011-09-28	35060823	0.392	55832	55548
472	LHCN_M2_D4		ENCSR000EPD	ENCLB541ZZZ	ENCBS869RCC	AG5618	LN4866	DS20534	DS20647	Musculoskeletal		Muscle	Lines	Immortalized	Mesoderm	human skeletal myoblasts derived from satellite cells from the pectoralis major muscle	Adult	41Y	M	Cauc		Biosample protocol	Experiment protocol	TS	minElute	140	76.2	6640000	PBS+A	2011-09-29	232747680	0.6483	244673	244228
473	fMuscle_trunk	Musculoskeletal	ENCSR411MGY	ENCLB516LAB	ENCBS147SIF	AG8864	LN4868	DS20544		Musculoskeletal		Muscle	Primary	Primary	Mesoderm	Muscle_trunk	Fetal	121D	F		H24507	Biosample protocol	Experiment protocol	TS	minElute	90	15.1	5130000	A+Sucrose	2011-10-03	41767753	0.399	67510	67251
474	fStomach	Tissue invariant	ENCSR282QFE	ENCLB311KAA	ENCBS493GWO	AG8863	LN4869	DS20546		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	121D	F		H24507	Biosample protocol	Experiment protocol	TS	minElute	80	28.9	6030000	A+Sucrose	2011-10-03	35532000	0.4211	50850	50666
475	LHCN_M2		ENCSR000EPE	ENCLB544ZZZ	ENCBS233AAA	AG4035	LN4870	DS20548	DS20485	Musculoskeletal		Muscle	Lines	Immortalized	Mesoderm	human skeletal myoblasts derived from satellite cells from the pectoralis major muscle	Adult	41Y	M	Cauc		Biosample protocol	Experiment protocol	TS	minElute	80	25.7	11100000	PBS+A	2011-10-04	208970620	0.7071	228620	228393
476	fKidney		ENCSR082JCE	ENCLB843POL	ENCBS434KXU	AG8862	LN4871	DS20564		Renal		Kidney	Primary	Primary	Mesoderm	fKidney	Fetal	121D	F		H24507	Biosample protocol	Experiment protocol	TS	minElute	60	88.2	7800000	A+Sucrose	2011-10-05	24550795	0.4181	39388	39256
477	fKidney_renal_cortex		ENCSR851ZFT	ENCLB504HAW	ENCBS397OFS	AG8861	LN4872	DS20568		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_cortex	Fetal	89D	F		H24493	Biosample protocol	Experiment protocol	TS	minElute	60	16.2	5670000	A+Sucrose	2011-10-05	35459876	0.5417	64189	63961
478	fKidney_renal_pelvis	Organ devel. / renal	ENCSR911YVV	ENCLB859DRY	ENCBS404JFE	AG8860	LN4873	DS20570		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_renal_pelvis	Fetal	89D	F		H24493	Biosample protocol	Experiment protocol	TS	minElute	60	22.6	4590000	A+Sucrose	2011-10-05	40423796	0.5152	71283	70986
479	LHCN_M2_D4		ENCSR000EPD	ENCLB542ZZZ	ENCBS234AAA	AG5617	LN4874	DS20647	DS20534	Musculoskeletal		Muscle	Lines	Immortalized	Mesoderm	human skeletal myoblasts derived from satellite cells from the pectoralis major muscle	Adult	41Y	M	Cauc		Biosample protocol	Experiment protocol	TS	minElute	120	53.8	7840000	PBS+A	2011-10-07	38041147	0.7274	101016	100902
480	MSC		ENCSR731QLJ	ENCLB229OXM	ENCBS725VAK	AG8859	LN4879	DS20671	DS21042	Connective		Germ	Lines	ESC	Mesoderm	h.H1.polyMSC	Embryonic				Thompson lab, WI	Biosample protocol	Experiment protocol	TS	minElute	60	9.9	5400000	Buffer A	2011-10-11	34347692	0.5932	72366	72271
481	Small_Intestine_Mucosa	Digestive	ENCSR931UQB	ENCLB776CXK	ENCBS853LFM	AG8858	LN4899	DS20770		Digestive		Small Intestine	Primary	Primary	Endoderm	Small bowel mucosa	Adult	30Y	M		STL003	Biosample protocol	Experiment protocol	TS	minElute	60	63.7	6750000	A+Sucrose	2011-10-21	261183925	0.4702	187693	187198
482	fBrain		ENCSR820XRX	ENCLB461YNR	ENCBS973YEN	AG8857	LN4901	DS20780		Nervous		Brain	Primary	Primary	Ectoderm	fBrain	Fetal	105D	M		H24510	Biosample protocol	Experiment protocol	TS	minElute	60	38.9	10340000	A+Sucrose	2011-10-25	35336877	0.5348	83133	82877
483	fMuscle_back		ENCSR585CGU	ENCLB793XMN	ENCBS984CRC	AG8856	LN4903	DS20789		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	fMuscle_back	Fetal	105D	M		H24510	Biosample protocol	Experiment protocol	TS	minElute	80	21.4	8280000	A+Sucrose	2011-10-26	35295319	0.4885	59965	59804
484	fMuscle_leg		ENCSR286WIA	ENCLB996RNA	ENCBS931RAE	AG8855	LN4906	DS20797		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	fMuscle_leg	Fetal	105D	M		H24510	Biosample protocol	Experiment protocol	TS	minElute	80	9.5	5270000	A+Sucrose	2011-10-26	30962685	0.5152	60497	60326
485	RPMI_7951		ENCSR000EPV	ENCLB577ZZZ	ENCBS457YHI	AG5616	LN4930	DS20904	DS20909	Integumentary		Skin	Cancer	Cancer	Ectoderm	malignant melanoma, adherent, epithelial-like, grows as monolayer	Adult	18Y		Cauc		Biosample protocol	Experiment protocol	TS	minElute	120	8.2	18180000	PBS+A	2011-11-08	40649561	0.6235	92052	91947
486	RPMI_7951		ENCSR000EPV	ENCLB578ZZZ	ENCBS262AAA	AG5615	LN4931	DS20909	DS20904	Integumentary		Skin	Cancer	Cancer	Ectoderm	malignant melanoma, adherent, epithelial-like, grows as monolayer	Adult	18Y		Cauc		Biosample protocol	Experiment protocol	TS	minElute	120	9.3	18750000	PBS+A	2011-11-08	312202754	0.6791	231227	231020
487	fKidney_R	Tissue invariant	ENCSR017TFH	ENCLB521YRN	ENCBS278PUM	AG8854	LN4936	DS20951		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_R	Fetal	87D	F		H24582	Biosample protocol	Experiment protocol	TS	minElute	60	19.6	7830000	A+Sucrose	2011-11-15	25040896	0.5321	46710	46484
488	fSpinal_cord		ENCSR973MKT	ENCLB050ORF	ENCBS065HLV	AG8853	LN4938	DS20956		Nervous		Spinal Cord	Primary	Primary	Endoderm	fSpinal_cord	Fetal	87D	F		H24582	Biosample protocol	Experiment protocol	TS	minElute	80	19.5	5890000	A+Sucrose	2011-11-16	22732283	0.3976	37644	37479
489	SK-N-DZ+RA (3 days)		ENCSR000FJL	ENCLB340ZYZ	ENCBS521AAA	AG5522	LN4998	DS21417	DS21405	Nervous		Brain	Cancer	Cancer	Ectoderm	Human Neuroblastoma from Bone Marrow	Child	2Y	F			Biosample protocol	Experiment protocol	TS	minElute	60	14.3	14600000	PBS+A	2012-01-17	33890909	0.477	64855	64555
490	vHMEC	Cancer / epithelial	ENCSR228VNQ	ENCLB160GNU	ENCBS090LBL	AG8852	LN10000	DS18406	DS18438	Epithelial		Mammary	Primary	Primary	Ectoderm	vHMEC	Adult				RM035	Biosample protocol	Experiment protocol			160		10190000	PBS+A	2011-03-11	272623585	0.5219	217580	217243
491	SK-N-DZ+RA (3 days)		ENCSR000FJL	ENCLB339ZYZ	ENCBS520AAA	AG5521	LN10003	DS21405	DS21417	Nervous		Brain	Cancer	Cancer	Ectoderm	Human Neuroblastoma from Bone Marrow	Child	2Y	F			Biosample protocol	Experiment protocol		Sucrose	60	49.94	11870000	PBS+A	2012-01-10	239753206	0.4633	154834	154161
492	SKNDZ		ENCSR946MVP	ENCLB534QSX	ENCBS478IFE	AG5520	LN10004	DS21399		Nervous		Brain	Cancer	Cancer	Ectoderm	Human Neuroblastoma from Bone Marrow	Child	2Y	F			Biosample protocol	Experiment protocol		Sucrose	60	49.88	14400000	PBS+A	40917	372223058	0.3087	134452	133892
493	SKNDZ		ENCSR946MVP	ENCLB799DVF	ENCBS439FDS	AG7538	LN10005	DS21387		Nervous		Brain	Cancer	Cancer	Ectoderm	Human Neuroblastoma from Bone Marrow	Child	2Y	F			Biosample protocol	Experiment protocol		Sucrose	60	42.24	10100000	PBS+A	2012-01-09	284019938	0.335	128052	127534
494	Skin_Melanocytes		ENCSR518JGY	ENCLB338EOX	ENCBS916SKO	AG8850	LN10006	DS19662	DS18668	Integumentary		Skin	Primary	Primary	Ectoderm	Skin_Melanocytes	Neonatal	neonatal	M		Skin 02	Biosample protocol	Experiment protocol			100		8640000	PBS+A	40730	34911631	0.3337	72476	72389
495	Skin_Melanocytes		ENCSR434OBM	ENCLB008CKM	ENCBS425NOG	AG8849	LN10007	DS18590	DS18601	Integumentary		Skin	Primary	Primary	Ectoderm	Skin_Melanocytes	Neonatal	neonatal	M		Skin 01	Biosample protocol	Experiment protocol			80		5510000	PBS+A	2011-03-29	193927893	0.5569	184832	184464
496	Skin_Keratinocytes	Cancer / epithelial	ENCSR035RVH	ENCLB715HKH	ENCBS293IRA	AG8848	LN10008	DS18692	DS18695	Integumentary		Skin	Primary	Primary	Endoderm	Skin_Keratinocytes	Neonatal	neonatal	M		Skin 01	Biosample protocol	Experiment protocol			160		6330000	PBS+A	2011-04-06	188574315	0.5817	232333	231649
497	Pancreas		ENCSR178JBL	ENCLB305YKH	ENCBS507RPJ	AG8846	LN10011	DS20753		Endocrine		Pancreas	Primary	Primary	Endoderm	Pancreas	Adult	30Y	M		STL003	Biosample protocol	Experiment protocol			40		7500000	A+Sucrose	2011-10-19	35282184	0.3087	47787	47684
498	Ovary		ENCSR712PYJ	ENCLB813DXR	ENCBS341OKA	AG8845	LN10012	DS20827		Genitourinary		Ovary	Primary	Primary	Mesoderm	Ovary	Adult	30Y	F		STL002	Biosample protocol	Experiment protocol			60		14400000	A+Sucrose	2011-10-31	41761330	0.3248	52856	52700
499	iPS_19_11	Primitive / embryonic	ENCSR383SNM	ENCLB521KWF	ENCBS087RTK	AG8844	LN10036	DS15153		Embryonic		Germ	Lines	iPSC	Primitive	Induced pluripotent stem cells	Neonatal					Biosample protocol	Experiment protocol			80		10800000	PBS	2010-05-26	289623335	0.4154	207795	207293
500	Heart		ENCSR305UJX	ENCLB187PEJ	ENCBS346WQD	AG8843	LN10039	DS20383		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Child	3Y			STL001	Biosample protocol	Experiment protocol			90		4230000	A+Sucrose	2011-09-19	32201010	0.3411	41430	41290
501	MSC		ENCSR731QLJ	ENCLB073XYQ	ENCBS725VAK	AG8842	LN10043	DS21042	DS20671	Connective		Germ	Lines	ESC	Mesoderm	h.H1.polyMSC	Embryonic				Thompson	Biosample protocol	Experiment protocol			80		6300000	PBS+A	2011-12-01	341743127	0.5932	225760	225196
502	Stomach_Mucosa		ENCSR246PXX	ENCLB330JSO	ENCBS578HBL	AG8841	LN10048	DS20260		Digestive		Stomach	Primary	Primary	Endoderm	Gastric_Mucosa	Child	3Y			STL001	Biosample protocol	Experiment protocol			60		6880000	A+Sucrose	2011-08-23	39696679	0.3003	51289	51149
503	fThymus		ENCSR962EAP	ENCLB141WYB	ENCBS202SUM	AG8839	LN10050	DS19675		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	Fetal Thymus (significant portion of tissue is blood)	Fetal	104D	M		H24297	Biosample protocol	Experiment protocol			100		5130000	A+Sucrose	2011-07-06	40969311	0.3728	51321	50998
504	fStomach		ENCSR062DUU	ENCLB503KEW	ENCBS690HEQ	AG8838	LN10051	DS20791		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	105D	M		H24510	Biosample protocol	Experiment protocol			80		2880000	A+Sucrose	40842	31565392	0.3164	36762	36624
505	fStomach		ENCSR930YSB	ENCLB975WIF	ENCBS385BJQ	AG8837	LN10052	DS20079		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	96D	F		H24365	Biosample protocol	Experiment protocol			80		3690000	A+Sucrose	40759	56267039	0.3285	59676	59217
506	fStomach		ENCSR683YLO	ENCLB880AYL	ENCBS307IZJ	AG8836	LN10053	DS19933		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	96D	F		H24342	Biosample protocol	Experiment protocol			80		2070000	A+Sucrose	2011-07-25	56646207	0.3368	63176	62778
507	fSpinal_cord		ENCSR788SOI	ENCLB105FMM	ENCBS373RUA	AG8835	LN10054	DS19260		Nervous		Spinal Cord	Primary	Primary	Ectoderm	SpinalCord_d96_M	Fetal	96D	M		H24244	Biosample protocol	Experiment protocol			80		4500000	A+Sucrose	2011-06-01	33052984	0.3365	41798	41516
508	fPlacenta	Placental / trophoblast	ENCSR035QHH	ENCLB392DHN	ENCBS122HFH	AG8834	LN10066	DS20346		Fetal Life Support		Placenta	Primary	Primary	Endoderm	Placenta	Fetal	113D	F		H24409	Biosample protocol	Experiment protocol			60		4000000	A+Sucrose	2011-08-30	536365327	0.4832	259861	259105
509	fPlacenta		ENCSR802AJE	ENCLB958USK	ENCBS454SHH	AG8833	LN10067	DS21111		Fetal Life Support		Placenta	Primary	Primary	Endoderm	fPlacenta	Fetal	85D	M		H24608	Biosample protocol	Experiment protocol			60		14220000	A+Sucrose	2011-12-07	35086379	0.3396	48008	47888
510	fPlacenta	Placental / trophoblast	ENCSR545KQR	ENCLB460PPD	ENCBS171TKY	AG8832	LN10068	DS20793		Fetal Life Support		Placenta	Primary	Primary	Endoderm	fPlacenta	Fetal	105D	M		H24510	Biosample protocol	Experiment protocol			60		7770000	A+Sucrose	2011-10-26	44039880	0.5832	109857	109707
511	fOvary		ENCSR428XAX	ENCLB715FIN	ENCBS645JEU	AG8831	LN10069	DS17445		Genitourinary		Gonad	Primary	Primary	Mesoderm	Ovary	Fetal	110D,107D	F		H23604 (d110) + H23758 (d107)	Biosample protocol	Experiment protocol			80		4500000	A+Sucrose	2010-12-01	27506520	0.3473	38334	38003
512	fMuscle_arm		ENCSR356QCD	ENCLB236HTC	ENCBS170QGH	AG8830	LN10070	DS19439		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_arm	Fetal	101D	F		H24279	Biosample protocol	Experiment protocol			100		4950000	A+Sucrose	2011-06-17	19344520	0.3556	27698	27504
513	fMuscle_leg		ENCSR198JXW	ENCLB553XSU	ENCBS868UBY	AG8829	LN10072	DS19382		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	fMuscle_leg	Fetal	85D	F		H24272	Biosample protocol	Experiment protocol			80		2430000	A+Sucrose	2011-06-10	30845413	0.3546	39912	39630
514	fLung_R	Pulmonary devel.	ENCSR947VPG	ENCLB372VPW	ENCBS841XLK	AG8828	LN10073	DS21328		Respiratory		Lung	Primary	Primary	Endoderm	fLung_R	Fetal	87D	M		H24626	Biosample protocol	Experiment protocol		Sucrose	40	46.08	11600000	A+Sucrose	2011-12-29	37576278	0.6446	85107	84954
515	fLung_L	Pulmonary devel.	ENCSR441OGH	ENCLB584CHT	ENCBS116AWF	AG8827	LN10074	DS21334		Respiratory		Lung	Primary	Primary	Endoderm	fLung_L	Fetal	87D	M		H24626	Biosample protocol	Experiment protocol		Sucrose	40	19.32	13100000	A+Sucrose	2011-12-29	41502598	0.6783	89187	89005
516	fKidney_R		ENCSR884MCZ	ENCLB003SYR	ENCBS836CTT	AG8826	LN10076	DS20917		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_R	Fetal	98D	F		H24568	Biosample protocol	Experiment protocol			60		5260000	A+Sucrose	2011-11-09	37695830	0.449	64143	63874
517	fKidney_R		ENCSR332BSB	ENCLB517LRV	ENCBS006TBC	AG8825	LN10077	DS21340		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_R	Fetal	87D	F		H24628	Biosample protocol	Experiment protocol		Sucrose	50	26.18	5250000	A+Sucrose	2011-12-30	28772144	0.5646	54129	53919
